CommunityName,BeachName,BeachCountrycode,EventDate,EventType,generalcode,Jumlah_Sampah,category,generalname,Recyclability,Hardness,RecycleMethod
Swiss Litter Report,sempachersee_sempach_tampec,CH,2017-07-15,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Area protetta dunale Legambiente Eboli (SA),IT,2018-04-28,Monitoring,G22,6.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Edighiol,RO,2020-11-09,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vasto Localit? punta Aderci,IT,2017-04-06,Monitoring,G22,26.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
gBqsPxAZ,alepu,BG,2016-03-13,Cleanup,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
gBqsPxAZ,alepu,BG,2015-09-06,Cleanup,G22,225.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
gBqsPxAZ,alepu,BG,2015-12-06,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
gBqsPxAZ,alepu,BG,2015-10-10,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Dominella Casalvelino (SA),IT,2018-04-30,Monitoring,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2020-11-05,Monitoring,G22,15.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2020-05-18,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2018-11-15,Monitoring,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2018-03-16,Monitoring,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2017-03-31,Monitoring,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,sempachersee_sempach_tampec,CH,2017-08-15,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Anemone,Fil Burnu Beach (Anemone),TR,2019-04-28,Cleanup,G22,220.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Anemone,Mamaia Nord (Anemone),RO,2019-04-08,Monitoring,G22,25.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2018-04-24,Monitoring,G22,21.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2018-10-10,Monitoring,G22,21.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2017-02-20,Monitoring,G22,21.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Piran MS Monitoring ,SI,2014-12-03,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Piran MS Monitoring ,SI,2015-03-18,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2016-10-12,Cleanup,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2018-04-17,Cleanup,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2017-10-17,Cleanup,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Tolle spiaggia di Barricata,IT,2017-10-12,Monitoring,G22,21.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Porto Garibaldi,IT,2017-11-22,Monitoring,G22,16.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Anemone,Mamaia Nord (Anemone),RO,2019-09-18,Monitoring,G22,23.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Institute for Water of the Republic of Slovenia,Piran 1,SI,2013-09-20,Cleanup,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2017-04-11,Cleanup,G22,14.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2016-04-12,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Mamaia ,RO,2018-09-28,Monitoring,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Foce del Chienti,IT,2017-11-02,Monitoring,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2018-04-17,Monitoring,G22,17.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2016-10-11,Monitoring,G22,56.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2017-03-28,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Crotone Foce Neto,IT,2018-03-08,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Crotone Foce Neto,IT,2017-02-01,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,zuerichsee_staefa_hennm,CH,2018-03-09,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2018-04-18,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2018-11-29,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Forte dei Marmi - Vittoria Apuana,IT,2017-11-17,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,zuerichsee_staefa_hennm,CH,2017-09-29,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,zuerichsee_staefa_hennm,CH,2017-11-23,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2017-04-11,Cleanup,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2018-09-27,Monitoring,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2020-11-06,Monitoring,G22,6.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
NIMRD Grigore Antipa,Eforie Nord - Eforie Sud,RO,2018-06-13,Cleanup,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2017-10-09,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Piran MS Monitoring ,SI,2017-05-29,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,2017-04-03,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2020-05-19,Monitoring,G22,9.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2018-09-28,Monitoring,G22,17.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2017-04-11,Cleanup,G22,13.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2018-03-26,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2017-02-15,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Cavallino Treporti spiaggia di Cavallino,IT,2018-10-17,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2016-04-11,Monitoring,G22,8.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2020-05-20,Monitoring,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Eforie,RO,2017-10-17,Cleanup,G22,29.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-10-25,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-07-20,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-08-23,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2020-11-05,Monitoring,G22,9.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2016-10-11,Cleanup,G22,14.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2016-04-12,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2017-10-17,Cleanup,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Capo Bianco,IT,2017-11-20,Monitoring,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,lacléman_vidy_santie,CH,2017-06-16,Cleanup,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,2017-04-19,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Oasi dunale Torre di Mare, Capaccio-Paestum (SA)",IT,2017-04-28,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Mare Nostrum,Constanta,RO,2018-04-17,Cleanup,G22,20.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Romagnolo, Palermo (PA)",IT,2017-04-20,Monitoring,G22,74.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Civitanova Marche, Macerata (MT)",IT,2017-04-22,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,2017-05-02,Cleanup,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,sottomonte Ardizio Pesaro (PU),IT,2018-04-29,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
EMBLAS,So?hi,RU,2017-10-10,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Capo Bianco,IT,2018-12-10,Monitoring,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Capo Bianco,IT,2018-04-05,Monitoring,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Capo Bianco,IT,2017-04-04,Monitoring,G22,12.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,2018-01-27,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Babbaluciara - Agrigento (AG),IT,2018-04-13,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Plastic Change,Lejre Vig I,DK,2016-04-15,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,zuerichsee_staefa_hennm,CH,2018-01-19,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Plastic Change,Svanemøllen Strand,DK,2019-03-21,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Marzocca, Lungomare Italia, Senigallia (AN)",IT,2017-04-24,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Levernaka,HR,2015-04-12,Cleanup,G22,45.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia dell Area protetta Dunale, Eboli (SA)",IT,2017-04-19,Monitoring,G22,20.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Collelungo,IT,2018-11-19,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Collelungo,IT,2017-11-20,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,2017-11-30,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
EMBLAS,Loo,RU,2016-10-07,Cleanup,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Collelungo,IT,2017-03-09,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Collelungo,IT,2018-04-06,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia della Foggia, Ficarazzi (PA)",IT,2017-04-24,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Plastic Change,Roskilde Vig Syd,DK,2016-04-14,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia della Riserva della Sentina, San Benedetto del Tronto (AP)",IT,2017-04-30,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Cava dell'IsolaForio (NA),IT,2018-04-28,Monitoring,G22,28.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di San Cataldo, Bari (BA)",IT,2017-05-12,Monitoring,G22,35.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2017-08-23,Cleanup,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2017-09-30,Cleanup,G22,8.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Punta delle Formiche Pachino (SR),IT,2018-04-28,Monitoring,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2017-05-24,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2017-07-22,Cleanup,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2018-03-28,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Chiarone, Capalbio (GR)",IT,2017-04-05,Monitoring,G22,6.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2017-06-14,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,2018-01-24,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Spiaggia di Marzocca Senigallia (AN),IT,2018-04-23,Monitoring,G22,5.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2015-03-18,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2017-07-28,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,2017-11-28,Monitoring,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,2017-03-23,Monitoring,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,2018-03-27,Monitoring,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
gBqsPxAZ,study tour,DK,2013-08-27,Cleanup,G22,15.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2017-09-21,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2017-11-23,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2017-05-29,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
HELMEPA - Hellenic Marine Environment Protection Association,"Perdika, Aigina",GR,2016-10-14,Cleanup,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2014-12-03,Cleanup,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Bele skale 2 MS Monitoring ,SI,2018-09-10,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,Parco Cimino - Taranto (TA),IT,2018-04-23,Monitoring,G22,40.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,2018-12-04,Monitoring,G22,18.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Töss_Winterthur 2,CH,2017-06-24,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Surfrider Foundation Europe,La Barre,FR,2016-11-22,Monitoring,G22,6.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Cava dellIsola, Forio (NA)",IT,2017-04-30,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Anemone,Constanta (Anemone),RO,2019-04-08,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Anemone,Constanta (Anemone),RO,2019-09-18,Monitoring,G22,29.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Levante (la spiaggetta), Terracina (LT)",IT,2018-04-12,Monitoring,G22,10.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Swiss Litter Report,Mammern swisslitterreport,DE,2017-08-26,Cleanup,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
MELTEMI BalkanMed,Komi B,GR,2018-04-03,Monitoring,G22,29.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
MELTEMI BalkanMed,Komi B,GR,2018-10-11,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vado Ligure,IT,2018-04-05,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
NIMRD Grigore Antipa,Ammos,RO,2018-05-24,Cleanup,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vado Ligure,IT,2018-12-12,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vado Ligure,IT,2017-12-28,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Monitoraggio Strategia Marina  Ministero dellAmbiente,Vado Ligure,IT,2017-03-16,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,2014-12-03,Cleanup,G22,11.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,2017-11-23,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,The Marine Litter Watch Month - Strunjan,SI,2017-09-23,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
EMBLAS,Tskaltsminda,GE,2019-08-31,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
"Aarhus University, Denmark ",MSFD Nymindegab,DK,2020-04-20,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
"Aarhus University, Denmark ",MSFD Nymindegab,DK,2018-04-09,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,2015-03-18,Monitoring,G22,1.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,2017-07-28,Monitoring,G22,2.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,2017-05-29,Monitoring,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
EMBLAS,Tskaltsminda,GE,2020-08-09,Cleanup,G22,7.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
EMBLAS,Tskaltsminda,GE,2019-10-26,Cleanup,G22,3.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
Legambiente Onlus,"Spiaggia di Tordigliano, Vico Equense (NA)",IT,2017-04-23,Monitoring,G22,4.0,Plastic,"Plastic caps/lids chemicals, detergents (non-food)",No,Hard,Not Recycled
